resume_text,role
"Machine Learning Engineer with 9+ years of experience skilled in NLP, Python, Deep Learning.",Machine Learning Engineer
"DevOps Engineer with 6+ years of experience skilled in Docker, Kubernetes, Linux.",DevOps Engineer
"Web Developer with 0+ years of experience skilled in JavaScript, React, Node.js.",Web Developer
"Machine Learning Engineer with 4+ years of experience skilled in Deep Learning, NLP, Python.",Machine Learning Engineer
"Machine Learning Engineer with 8+ years of experience skilled in Deep Learning, NLP, Python.",Machine Learning Engineer
"Business Analyst with 10+ years of experience skilled in Excel, SQL, Requirement Analysis.",Business Analyst
"Machine Learning Engineer with 3+ years of experience skilled in Scikit-learn, NLP, Deep Learning.",Machine Learning Engineer
"Product Manager with 3+ years of experience skilled in Agile, Roadmapping, Market Research.",Product Manager
"DevOps Engineer with 3+ years of experience skilled in CI/CD, AWS, Docker.",DevOps Engineer
"DevOps Engineer with 9+ years of experience skilled in Docker, Linux, CI/CD.",DevOps Engineer
"Web Developer with 7+ years of experience skilled in HTML, CSS, React.",Web Developer
"Business Analyst with 7+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Business Analyst with 10+ years of experience skilled in SQL, Requirement Analysis, Excel.",Business Analyst
"Data Scientist with 5+ years of experience skilled in TensorFlow, Python, Machine Learning.",Data Scientist
"Product Manager with 3+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"Software Engineer with 8+ years of experience skilled in Spring Boot, Java, Docker.",Software Engineer
"Data Analyst with 6+ years of experience skilled in Data Visualization, Tableau, Excel.",Data Analyst
"Product Manager with 3+ years of experience skilled in Agile, Market Research, Scrum.",Product Manager
"Web Developer with 8+ years of experience skilled in CSS, JavaScript, Node.js.",Web Developer
"Web Developer with 4+ years of experience skilled in HTML, CSS, Node.js.",Web Developer
"Software Engineer with 0+ years of experience skilled in Java, Spring Boot, Docker.",Software Engineer
"Data Analyst with 8+ years of experience skilled in Tableau, Data Visualization, SQL.",Data Analyst
"Product Manager with 9+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"Data Scientist with 5+ years of experience skilled in Python, Pandas, TensorFlow.",Data Scientist
"Business Analyst with 0+ years of experience skilled in SQL, Power BI, Requirement Analysis.",Business Analyst
"Software Engineer with 9+ years of experience skilled in Microservices, Java, Docker.",Software Engineer
"Product Manager with 3+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"Data Scientist with 4+ years of experience skilled in TensorFlow, SQL, Pandas.",Data Scientist
"Web Developer with 6+ years of experience skilled in React, Node.js, HTML.",Web Developer
"Web Developer with 10+ years of experience skilled in React, HTML, CSS.",Web Developer
"Web Developer with 3+ years of experience skilled in Node.js, JavaScript, CSS.",Web Developer
"Web Developer with 0+ years of experience skilled in HTML, Node.js, CSS.",Web Developer
"Software Engineer with 6+ years of experience skilled in Java, Docker, REST APIs.",Software Engineer
"Web Developer with 3+ years of experience skilled in React, JavaScript, CSS.",Web Developer
"Software Engineer with 8+ years of experience skilled in Docker, Spring Boot, Java.",Software Engineer
"DevOps Engineer with 10+ years of experience skilled in Linux, CI/CD, AWS.",DevOps Engineer
"Machine Learning Engineer with 4+ years of experience skilled in NLP, Deep Learning, Scikit-learn.",Machine Learning Engineer
"Software Engineer with 10+ years of experience skilled in Spring Boot, Docker, Java.",Software Engineer
"Data Scientist with 7+ years of experience skilled in Machine Learning, Pandas, Python.",Data Scientist
"DevOps Engineer with 7+ years of experience skilled in AWS, Kubernetes, Docker.",DevOps Engineer
"Software Engineer with 4+ years of experience skilled in Microservices, REST APIs, Docker.",Software Engineer
"Software Engineer with 2+ years of experience skilled in REST APIs, Microservices, Docker.",Software Engineer
"Data Scientist with 4+ years of experience skilled in Machine Learning, Pandas, SQL.",Data Scientist
"DevOps Engineer with 7+ years of experience skilled in Docker, Kubernetes, CI/CD.",DevOps Engineer
"Product Manager with 9+ years of experience skilled in Market Research, Roadmapping, Agile.",Product Manager
"Machine Learning Engineer with 4+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"Machine Learning Engineer with 7+ years of experience skilled in Python, Deep Learning, NLP.",Machine Learning Engineer
"Business Analyst with 4+ years of experience skilled in SQL, Requirement Analysis, Power BI.",Business Analyst
"Data Analyst with 1+ years of experience skilled in SQL, Tableau, Excel.",Data Analyst
"Software Engineer with 8+ years of experience skilled in Docker, Microservices, Spring Boot.",Software Engineer
"Web Developer with 10+ years of experience skilled in HTML, CSS, JavaScript.",Web Developer
"Machine Learning Engineer with 0+ years of experience skilled in Python, Deep Learning, Scikit-learn.",Machine Learning Engineer
"Data Scientist with 2+ years of experience skilled in Machine Learning, Python, SQL.",Data Scientist
"Machine Learning Engineer with 5+ years of experience skilled in Python, Deep Learning, Scikit-learn.",Machine Learning Engineer
"Web Developer with 10+ years of experience skilled in Node.js, CSS, HTML.",Web Developer
"DevOps Engineer with 8+ years of experience skilled in AWS, Docker, Kubernetes.",DevOps Engineer
"Web Developer with 3+ years of experience skilled in CSS, JavaScript, HTML.",Web Developer
"DevOps Engineer with 8+ years of experience skilled in Linux, CI/CD, AWS.",DevOps Engineer
"Business Analyst with 2+ years of experience skilled in Requirement Analysis, Excel, Power BI.",Business Analyst
"Web Developer with 8+ years of experience skilled in Node.js, React, HTML.",Web Developer
"Product Manager with 4+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Data Scientist with 3+ years of experience skilled in Machine Learning, SQL, Pandas.",Data Scientist
"Product Manager with 1+ years of experience skilled in Market Research, Agile, Scrum.",Product Manager
"Web Developer with 2+ years of experience skilled in JavaScript, HTML, CSS.",Web Developer
"Machine Learning Engineer with 4+ years of experience skilled in NLP, Python, Deep Learning.",Machine Learning Engineer
"Data Scientist with 1+ years of experience skilled in Python, TensorFlow, Machine Learning.",Data Scientist
"Product Manager with 4+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"Product Manager with 6+ years of experience skilled in Roadmapping, Market Research, Agile.",Product Manager
"DevOps Engineer with 0+ years of experience skilled in AWS, CI/CD, Docker.",DevOps Engineer
"Machine Learning Engineer with 0+ years of experience skilled in Scikit-learn, Python, Deep Learning.",Machine Learning Engineer
"Data Scientist with 2+ years of experience skilled in SQL, TensorFlow, Python.",Data Scientist
"Data Analyst with 9+ years of experience skilled in Tableau, Excel, Data Visualization.",Data Analyst
"Business Analyst with 2+ years of experience skilled in Requirement Analysis, Power BI, Excel.",Business Analyst
"DevOps Engineer with 7+ years of experience skilled in Docker, Linux, Kubernetes.",DevOps Engineer
"Product Manager with 10+ years of experience skilled in Market Research, Agile, Scrum.",Product Manager
"DevOps Engineer with 3+ years of experience skilled in Linux, Docker, CI/CD.",DevOps Engineer
"Product Manager with 5+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"Machine Learning Engineer with 1+ years of experience skilled in Deep Learning, Scikit-learn, Python.",Machine Learning Engineer
"Data Scientist with 8+ years of experience skilled in Python, Pandas, SQL.",Data Scientist
"DevOps Engineer with 6+ years of experience skilled in Kubernetes, Docker, CI/CD.",DevOps Engineer
"Product Manager with 2+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Product Manager with 2+ years of experience skilled in Market Research, Roadmapping, Agile.",Product Manager
"Business Analyst with 7+ years of experience skilled in SQL, Power BI, Requirement Analysis.",Business Analyst
"DevOps Engineer with 1+ years of experience skilled in Kubernetes, Linux, Docker.",DevOps Engineer
"Data Scientist with 8+ years of experience skilled in Machine Learning, SQL, TensorFlow.",Data Scientist
"Web Developer with 2+ years of experience skilled in CSS, HTML, JavaScript.",Web Developer
"Web Developer with 0+ years of experience skilled in HTML, CSS, JavaScript.",Web Developer
"DevOps Engineer with 8+ years of experience skilled in Linux, CI/CD, Docker.",DevOps Engineer
"DevOps Engineer with 8+ years of experience skilled in AWS, Docker, CI/CD.",DevOps Engineer
"DevOps Engineer with 9+ years of experience skilled in CI/CD, AWS, Linux.",DevOps Engineer
"Data Analyst with 9+ years of experience skilled in Data Visualization, Tableau, Excel.",Data Analyst
"Business Analyst with 0+ years of experience skilled in SQL, Power BI, Requirement Analysis.",Business Analyst
"Business Analyst with 0+ years of experience skilled in Power BI, Requirement Analysis, SQL.",Business Analyst
"Business Analyst with 1+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Software Engineer with 5+ years of experience skilled in REST APIs, Microservices, Spring Boot.",Software Engineer
"Data Analyst with 1+ years of experience skilled in Tableau, Data Visualization, SQL.",Data Analyst
"Software Engineer with 5+ years of experience skilled in REST APIs, Java, Spring Boot.",Software Engineer
"Machine Learning Engineer with 5+ years of experience skilled in Scikit-learn, Deep Learning, NLP.",Machine Learning Engineer
"Product Manager with 9+ years of experience skilled in Agile, Roadmapping, Market Research.",Product Manager
"DevOps Engineer with 4+ years of experience skilled in CI/CD, Docker, Kubernetes.",DevOps Engineer
"Data Scientist with 6+ years of experience skilled in TensorFlow, Pandas, Python.",Data Scientist
"Data Analyst with 10+ years of experience skilled in SQL, Tableau, Excel.",Data Analyst
"Business Analyst with 8+ years of experience skilled in Requirement Analysis, Excel, SQL.",Business Analyst
"Product Manager with 5+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"Data Analyst with 0+ years of experience skilled in Excel, SQL, Data Visualization.",Data Analyst
"Data Scientist with 0+ years of experience skilled in Machine Learning, Python, Pandas.",Data Scientist
"Business Analyst with 8+ years of experience skilled in Requirement Analysis, Excel, SQL.",Business Analyst
"Data Analyst with 1+ years of experience skilled in Tableau, Data Visualization, Excel.",Data Analyst
"Software Engineer with 4+ years of experience skilled in Docker, Spring Boot, Microservices.",Software Engineer
"Software Engineer with 8+ years of experience skilled in Docker, REST APIs, Microservices.",Software Engineer
"Data Scientist with 7+ years of experience skilled in TensorFlow, Pandas, SQL.",Data Scientist
"Web Developer with 1+ years of experience skilled in HTML, Node.js, JavaScript.",Web Developer
"Business Analyst with 4+ years of experience skilled in Requirement Analysis, Excel, Power BI.",Business Analyst
"Web Developer with 2+ years of experience skilled in HTML, React, Node.js.",Web Developer
"Software Engineer with 9+ years of experience skilled in Docker, Java, REST APIs.",Software Engineer
